AALIYAH,132,,,
AARAV,15,,,
AARON,273,,,
ABBY,10,,,
ABDIEL,12,,,
ABDOUL,16,,,
ABDOULAYE,13,,,
ABDUL,20,,,
ABDULLAH,30,,,
ABEL,14,,,
ABIGAIL,258,,,
ABRAHAM,194,,,
ADA,13,,,
ADAM,217,,,
ADDISON,32,,,
ADELE,22,,,
ADELINE,12,,,
ADEN,32,,,
ADINA,19,,,
ADITYA,14,,,
ADONIS,27,,,
ADRIAN,229,,,
ADRIANA,94,,,
ADRIANNA,44,,,
ADRIEL,34,,,
AHARON,19,,,
AHMED,58,,,
AHRON,17,,,
AHUVA,16,,,
AICHA,14,,,
AIDAN,146,,,
AIDEN,529,,,
AILEEN,21,,,
AIMEE,12,,,
AISHA,36,,,
AISSATOU,13,,,
AIZA,10,,,
AKIVA,20,,,
ALAN,96,,,
ALANA,29,,,
ALBERT,28,,,
ALBERTO,15,,,
ALDO,10,,,
ALEC,11,,,
ALEENA,12,,,
ALEJANDRA,16,,,
ALEJANDRO,68,,,
ALESSANDRA,33,,,
ALESSIA,14,,,
ALEX,154,,,
ALEXA,119,,,
ALEXANDER,502,,,
ALEXANDRA,169,,,
ALEXIS,95,,,
ALFREDO,15,,,
ALI,57,,,
ALICE,93,,,
ALICIA,46,,,
ALIJAH,10,,,
ALINA,36,,,
ALISA,14,,,
ALISHA,10,,,
ALISON,32,,,
ALISSON,15,,,
ALIYAH,57,,,
ALIZA,22,,,
ALLAN,10,,,
ALLEN,47,,,
ALLISON,122,,,
ALLYSON,19,,,
ALONDRA,16,,,
ALVIN,63,,,
ALYSON,11,,,
ALYSSA,152,,,
AMADOU,15,,,
AMANDA,84,,,
AMANI,15,,,
AMAR'E,12,,,
AMARE,15,,,
AMARI,57,,,
AMAYA,63,,,
AMBER,56,,,
AMELIA,128,,,
AMELIE,15,,,
AMINA,31,,,
AMINATA,25,,,
AMIR,125,,,
AMIRA,26,,,
AMIRAH,22,,,
AMIYAH,20,,,
AMROM,13,,,
AMY,122,,,
ANA,33,,,
ANALIA,17,,,
ANASTASIA,19,,,
ANAYA,23,,,
ANDERSON,33,,,
ANDRE,32,,,
ANDREA,61,,,
ANDRES,51,,,
ANDREW,364,,,
ANDY,80,,,
ANGEL,301,,,
ANGELA,67,,,
ANGELICA,50,,,
ANGELINA,159,,,
ANGELIQUE,30,,,
ANGELO,44,,,
ANGELY,11,,,
ANGIE,29,,,
ANIKA,14,,,
ANIYA,19,,,
ANIYAH,49,,,
ANNA,128,,,
ANNABEL,14,,,
ANNABELLE,50,,,
ANNIE,20,,,
ANSON,18,,,
ANTHONY,454,,,
ANTONIO,75,,,
APRIL,13,,,
ARELY,12,,,
ARI,30,,,
ARIA,25,,,
ARIANA,116,,,
ARIANNA,154,,,
ARIANNY,10,,,
ARIEL,119,,,
ARIELA,10,,,
ARIELLA,40,,,
ARIELLE,20,,,
ARJUN,27,,,
ARMAAN,15,,,
ARMANDO,11,,,
ARMANI,20,,,
ARON,60,,,
ARTHUR,29,,,
ARTURO,10,,,
ARYA,12,,,
ARYAN,18,,,
ARYEH,24,,,
ASHER,55,,,
ASHLEY,278,,,
ASHLY,13,,,
ASHTON,45,,,
ATARA,10,,,
ATHENA,12,,,
AUBREY,51,,,
AUDREY,45,,,
AUGUST,16,,,
AUGUSTUS,10,,,
AURORA,16,,,
AUSTIN,118,,,
AUTUMN,36,,,
AVA,279,,,
AVERY,84,,,
AVI,12,,,
AVIGAIL,11,,,
AVIVA,18,,,
AVRAHAM,38,,,
AVROHOM,27,,,
AVRUM,11,,,
AXEL,69,,,
AYAAN,31,,,
AYDEN,226,,,
AYESHA,17,,,
AYLA,10,,,
AYLEEN,14,,,
AYLIN,16,,,
BAILA,40,,,
BARBARA,12,,,
BARUCH,21,,,
BATSHEVA,20,,,
BATYA,15,,,
BEATRICE,33,,,
BECKETT,12,,,
BELLA,105,,,
BEN,22,,,
BENJAMIN,333,,,
BENNETT,10,,,
BENSON,19,,,
BENZION,13,,,
BERISH,10,,,
BIANCA,34,,,
BINYOMIN,14,,,
BLAKE,47,,,
BLIMA,20,,,
BLIMY,23,,,
BONNIE,10,,,
BORUCH,16,,,
BRACHA,24,,,
BRADLEY,24,,,
BRADY,13,,,
BRANDON,314,,,
BRAYAN,23,,,
BRAYDEN,31,,,
